💡📝🖥️🟢 Ah, good, we're entering 'action_check_dependancies'! Let's examine the raw materials, shall we? | main.py | 20250824.204206.2 Function: action_check_dependancies
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/2/ANY/ANY/validated_value' with payload '{"value": "\"NOT YET\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'TRACE', 'GET', 'MODE', 'TRACE', '2', 'ANY', 'ANY', 'default_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'TRACE', 'GET', 'MODE', 'TRACE', '2', 'ANY', 'ANY', 'VISA_Command_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'TRACE', 'GET', 'MODE', 'TRACE', '2', 'ANY', 'ANY', 'validated_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/2/ANY/ANY/default_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/2/ANY/ANY'. Column key: 'default_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/2/ANY/ANY/VISA_Command_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/2/ANY/ANY'. Column key: 'VISA_Command_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/2/ANY/ANY/validated_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/2/ANY/ANY'. Column key: 'validated_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝📊 Final pivoted output returned to GUI: [
    {
        "Topic": "OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/2/ANY/ANY",
        "Parameter": "/TRACE/GET/MODE/TRACE/2/ANY/ANY",
        "default_value/value": "\"?\"",
        "VISA_Command_value/value": "\":TRAC2:MODE\"",
        "validated_value/value": "\"NOT YET\""
    }
] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/3/ANY/ANY/default_value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.210000.8 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/3/ANY/ANY/default_value' with payload '{"value": "\"?\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/3/ANY/ANY/VISA_Command_value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.210000.8 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/3/ANY/ANY/VISA_Command_value' with payload '{"value": "\":TRAC3:MODE\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/3/ANY/ANY/validated_value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.210000.8 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/3/ANY/ANY/validated_value' with payload '{"value": "\"NOT YET\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'TRACE', 'GET', 'MODE', 'TRACE', '3', 'ANY', 'ANY', 'default_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'TRACE', 'GET', 'MODE', 'TRACE', '3', 'ANY', 'ANY', 'VISA_Command_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'TRACE', 'GET', 'MODE', 'TRACE', '3', 'ANY', 'ANY', 'validated_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/3/ANY/ANY/default_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/3/ANY/ANY'. Column key: 'default_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/3/ANY/ANY/VISA_Command_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/3/ANY/ANY'. Column key: 'VISA_Command_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/3/ANY/ANY/validated_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/3/ANY/ANY'. Column key: 'validated_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝📊 Final pivoted output returned to GUI: [
    {
        "Topic": "OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/3/ANY/ANY",
        "Parameter": "/TRACE/GET/MODE/TRACE/3/ANY/ANY",
        "default_value/value": "\"?\"",
        "VISA_Command_value/value": "\":TRAC3:MODE\"",
        "validated_value/value": "\"NOT YET\""
    }
] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/4/ANY/ANY/default_value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.210000.8 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/4/ANY/ANY/default_value' with payload '{"value": "\"?\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/4/ANY/ANY/VISA_Command_value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.210000.8 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/4/ANY/ANY/VISA_Command_value' with payload '{"value": "\":TRAC4:MODE\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/4/ANY/ANY/validated_value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.210000.8 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/4/ANY/ANY/validated_value' with payload '{"value": "\"NOT YET\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'TRACE', 'GET', 'MODE', 'TRACE', '4', 'ANY', 'ANY', 'default_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'TRACE', 'GET', 'MODE', 'TRACE', '4', 'ANY', 'ANY', 'VISA_Command_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'TRACE', 'GET', 'MODE', 'TRACE', '4', 'ANY', 'ANY', 'validated_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/4/ANY/ANY/default_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/4/ANY/ANY'. Column key: 'default_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/4/ANY/ANY/VISA_Command_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/4/ANY/ANY'. Column key: 'VISA_Command_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/4/ANY/ANY/validated_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/4/ANY/ANY'. Column key: 'validated_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝📊 Final pivoted output returned to GUI: [
    {
        "Topic": "OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/MODE/TRACE/4/ANY/ANY",
        "Parameter": "/TRACE/GET/MODE/TRACE/4/ANY/ANY",
        "default_value/value": "\"?\"",
        "VISA_Command_value/value": "\":TRAC4:MODE\"",
        "validated_value/value": "\"NOT YET\""
    }
] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/TYPE/TRACE/DISPLAY/ANY/ANY/default_value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.210000.8 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/TYPE/TRACE/DISPLAY/ANY/ANY/default_value' with payload '{"value": "\"?\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/TYPE/TRACE/DISPLAY/ANY/ANY/VISA_Command_value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.210000.8 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/TYPE/TRACE/DISPLAY/ANY/ANY/VISA_Command_value' with payload '{"value": "\":DISPlay:WINDow:TRACe:TYPE\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/TYPE/TRACE/DISPLAY/ANY/ANY/validated_value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.210000.8 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/TYPE/TRACE/DISPLAY/ANY/ANY/validated_value' with payload '{"value": "\"NOT YET\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'TRACE', 'GET', 'TYPE', 'TRACE', 'DISPLAY', 'ANY', 'ANY', 'default_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'TRACE', 'GET', 'TYPE', 'TRACE', 'DISPLAY', 'ANY', 'ANY', 'VISA_Command_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'TRACE', 'GET', 'TYPE', 'TRACE', 'DISPLAY', 'ANY', 'ANY', 'validated_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/TYPE/TRACE/DISPLAY/ANY/ANY/default_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/TYPE/TRACE/DISPLAY/ANY/ANY'. Column key: 'default_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/TYPE/TRACE/DISPLAY/ANY/ANY/VISA_Command_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/TYPE/TRACE/DISPLAY/ANY/ANY'. Column key: 'VISA_Command_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/TYPE/TRACE/DISPLAY/ANY/ANY/validated_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/TYPE/TRACE/DISPLAY/ANY/ANY'. Column key: 'validated_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝📊 Final pivoted output returned to GUI: [
    {
        "Topic": "OPEN-AIR/devices/scpi/COMMANDS/TRACE/GET/TYPE/TRACE/DISPLAY/ANY/ANY",
        "Parameter": "/TRACE/GET/TYPE/TRACE/DISPLAY/ANY/ANY",
        "default_value/value": "\"?\"",
        "VISA_Command_value/value": "\":DISPlay:WINDow:TRACe:TYPE\"",
        "validated_value/value": "\"NOT YET\""
    }
] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/NAB/DATA/MODES/ASK/ANY/ANY/default_value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.210000.8 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/NAB/DATA/MODES/ASK/ANY/ANY/default_value' with payload '{"value": "\"4\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/NAB/DATA/MODES/ASK/ANY/ANY/VISA_Command_value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.210000.8 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/NAB/DATA/MODES/ASK/ANY/ANY/VISA_Command_value' with payload '{"value": "\":TRAC1:MODE?;:TRAC2:MODE?;:TRAC3:MODE?;:TRAC4:MODE?\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/NAB/DATA/MODES/ASK/ANY/ANY/validated_value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.210000.8 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/NAB/DATA/MODES/ASK/ANY/ANY/validated_value' with payload '{"value": "\"NOT YET\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'TRACE', 'NAB', 'DATA', 'MODES', 'ASK', 'ANY', 'ANY', 'default_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'TRACE', 'NAB', 'DATA', 'MODES', 'ASK', 'ANY', 'ANY', 'VISA_Command_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'TRACE', 'NAB', 'DATA', 'MODES', 'ASK', 'ANY', 'ANY', 'validated_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/NAB/DATA/MODES/ASK/ANY/ANY/default_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/NAB/DATA/MODES/ASK/ANY/ANY'. Column key: 'default_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/NAB/DATA/MODES/ASK/ANY/ANY/VISA_Command_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/NAB/DATA/MODES/ASK/ANY/ANY'. Column key: 'VISA_Command_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/NAB/DATA/MODES/ASK/ANY/ANY/validated_value/value'. Nodes: 13. Underscore found at depth: 11. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/NAB/DATA/MODES/ASK/ANY/ANY'. Column key: 'validated_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝📊 Final pivoted output returned to GUI: [
    {
        "Topic": "OPEN-AIR/devices/scpi/COMMANDS/TRACE/NAB/DATA/MODES/ASK/ANY/ANY",
        "Parameter": "/TRACE/NAB/DATA/MODES/ASK/ANY/ANY",
        "default_value/value": "\"4\"",
        "VISA_Command_value/value": "\":TRAC1:MODE?;:TRAC2:MODE?;:TRAC3:MODE?;:TRAC4:MODE?\"",
        "validated_value/value": "\"NOT YET\""
    }
] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/NAB/DATA/Start_Stop_Trace/1/Keysight Technologies/N9340B/default_value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.210000.8 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/NAB/DATA/Start_Stop_Trace/1/Keysight Technologies/N9340B/default_value' with payload '{"value": "\"3\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/NAB/DATA/Start_Stop_Trace/1/Keysight Technologies/N9340B/VISA_Command_value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.210000.8 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/NAB/DATA/Start_Stop_Trace/1/Keysight Technologies/N9340B/VISA_Command_value' with payload '{"value": "\":FREQuency:STARt?;:FREQuency:STOP?;:TRACe1:DATA?\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/NAB/DATA/Start_Stop_Trace/1/Keysight Technologies/N9340B/validated_value'. Processing message one-by-one... | tab_1_instrument/sub_tab_3_translator/gui_translator.py | 20250824.210000.8 Function: TranslatorGUI._on_commands_message
💡📝🛠️🔵 Processing single MQTT message. Buffering: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/NAB/DATA/Start_Stop_Trace/1/Keysight Technologies/N9340B/validated_value' with payload '{"value": "\"NOT YET\""}' | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'TRACE', 'NAB', 'DATA', 'Start_Stop_Trace', '1', 'Keysight Technologies', 'N9340B', 'default_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'TRACE', 'NAB', 'DATA', 'Start_Stop_Trace', '1', 'Keysight Technologies', 'N9340B', 'VISA_Command_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🛠️🔵 Rebuilding nested dictionary from path: ['OPEN-AIR', 'devices', 'scpi', 'COMMANDS', 'TRACE', 'NAB', 'DATA', 'Start_Stop_Trace', '1', 'Keysight Technologies', 'N9340B', 'validated_value'] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._rebuild_nested_from_dict
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/NAB/DATA/Start_Stop_Trace/1/Keysight Technologies/N9340B/default_value/value'. Nodes: 13. Underscore found at depth: 7. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/NAB/DATA'. Column key: 'Start_Stop_Trace/1/Keysight Technologies/N9340B/default_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/NAB/DATA/Start_Stop_Trace/1/Keysight Technologies/N9340B/VISA_Command_value/value'. Nodes: 13. Underscore found at depth: 7. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/NAB/DATA'. Column key: 'Start_Stop_Trace/1/Keysight Technologies/N9340B/VISA_Command_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝🔍 Processed key 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/NAB/DATA/Start_Stop_Trace/1/Keysight Technologies/N9340B/validated_value/value'. Nodes: 13. Underscore found at depth: 7. Base topic: 'OPEN-AIR/devices/scpi/COMMANDS/TRACE/NAB/DATA'. Column key: 'Start_Stop_Trace/1/Keysight Technologies/N9340B/validated_value/value'. | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
💡📝📊 Final pivoted output returned to GUI: [
    {
        "Topic": "OPEN-AIR/devices/scpi/COMMANDS/TRACE/NAB/DATA",
        "Parameter": "/TRACE/NAB/DATA",
        "Start_Stop_Trace/1/Keysight Technologies/N9340B/default_value/value": "\"3\"",
        "Start_Stop_Trace/1/Keysight Technologies/N9340B/VISA_Command_value/value": "\":FREQuency:STARt?;:FREQuency:STOP?;:TRACe1:DATA?\"",
        "Start_Stop_Trace/1/Keysight Technologies/N9340B/validated_value/value": "\"NOT YET\""
    }
] | worker_mqtt_data_flattening.py | 20250824.210000.5 Function: MqttDataFlattenerUtility._pivot_flattened_data
