💡📝🖥️🟢 Ah, good, we're entering 'action_check_dependancies'! Let's examine the raw materials, shall we? | main.py | 20250825.013513.2 Function: action_check_dependancies
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 053/Attenuation'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 053/Attenuation'. Storing in buffer. Payload: {"value": "\"Attenuation\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 053/MaxHold'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 053/MaxHold'. Storing in buffer. Payload: {"value": "\"MaxHold\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 053/HighSens'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 053/HighSens'. Storing in buffer. Payload: {"value": "\"HighSens\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 053/PreAmp'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 053/PreAmp'. Storing in buffer. Payload: {"value": "\"PreAmp\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 053/Trace1Mode'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 053/Trace1Mode'. Storing in buffer. Payload: {"value": "\"Trace1Mode\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 053/Trace2Mode'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 053/Trace2Mode'. Storing in buffer. Payload: {"value": "\"Trace2Mode\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 053/Trace3Mode'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 053/Trace3Mode'. Storing in buffer. Payload: {"value": "\"Trace3Mode\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 053/Trace4Mode'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 053/Trace4Mode'. Storing in buffer. Payload: {"value": "\"Trace4Mode\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 053/Marker1Max'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 053/Marker1Max'. Storing in buffer. Payload: {"value": "\"Marker1Max\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 053/Marker2Max'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 053/Marker2Max'. Storing in buffer. Payload: {"value": "\"Marker2Max\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 053/Marker3Max'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 053/Marker3Max'. Storing in buffer. Payload: {"value": "\"Marker3Max\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 053/Marker4Max'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 053/Marker4Max'. Storing in buffer. Payload: {"value": "\"Marker4Max\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 053/Marker5Max'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 053/Marker5Max'. Storing in buffer. Payload: {"value": "\"Marker5Max\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 053/Marker6Max'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 053/Marker6Max'. Storing in buffer. Payload: {"value": "\"Marker6Max\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 054/Active'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 054/Active'. Storing in buffer. Payload: {"value": "true"} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🛠️🟢 Processing buffer and commencing pivoting and flattening! | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🛠️🔍 The data buffer has been wiped clean. A fresh start for our experiments! | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.clear_buffer
💡📝🛠️✅ Behold! I have transmogrified the data! The final payload is below. | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 054/FileName'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 054/FileName'. Storing in buffer. Payload: {"value": "\"FileName\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 054/NickName'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 054/NickName'. Storing in buffer. Payload: {"value": "\"NickName\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 054/Start'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 054/Start'. Storing in buffer. Payload: {"value": "\"Start\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 054/Stop'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 054/Stop'. Storing in buffer. Payload: {"value": "\"Stop\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 054/Center'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 054/Center'. Storing in buffer. Payload: {"value": "\"Center\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 054/Span'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 054/Span'. Storing in buffer. Payload: {"value": "\"Span\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 054/RBW'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 054/RBW'. Storing in buffer. Payload: {"value": "\"RBW\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 054/VBW'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 054/VBW'. Storing in buffer. Payload: {"value": "\"VBW\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 054/RefLevel'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 054/RefLevel'. Storing in buffer. Payload: {"value": "\"RefLevel\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 054/Attenuation'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 054/Attenuation'. Storing in buffer. Payload: {"value": "\"Attenuation\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 054/MaxHold'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 054/MaxHold'. Storing in buffer. Payload: {"value": "\"MaxHold\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 054/HighSens'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 054/HighSens'. Storing in buffer. Payload: {"value": "\"HighSens\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 054/PreAmp'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 054/PreAmp'. Storing in buffer. Payload: {"value": "\"PreAmp\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 054/Trace1Mode'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 054/Trace1Mode'. Storing in buffer. Payload: {"value": "\"Trace1Mode\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 054/Trace2Mode'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 054/Trace2Mode'. Storing in buffer. Payload: {"value": "\"Trace2Mode\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 054/Trace3Mode'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 054/Trace3Mode'. Storing in buffer. Payload: {"value": "\"Trace3Mode\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 054/Trace4Mode'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 054/Trace4Mode'. Storing in buffer. Payload: {"value": "\"Trace4Mode\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 054/Marker1Max'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 054/Marker1Max'. Storing in buffer. Payload: {"value": "\"Marker1Max\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 054/Marker2Max'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 054/Marker2Max'. Storing in buffer. Payload: {"value": "\"Marker2Max\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 054/Marker3Max'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 054/Marker3Max'. Storing in buffer. Payload: {"value": "\"Marker3Max\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 054/Marker4Max'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 054/Marker4Max'. Storing in buffer. Payload: {"value": "\"Marker4Max\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 054/Marker5Max'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 054/Marker5Max'. Storing in buffer. Payload: {"value": "\"Marker5Max\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 054/Marker6Max'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 054/Marker6Max'. Storing in buffer. Payload: {"value": "\"Marker6Max\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 055/Active'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 055/Active'. Storing in buffer. Payload: {"value": "true"} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🛠️🟢 Processing buffer and commencing pivoting and flattening! | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🛠️🔍 The data buffer has been wiped clean. A fresh start for our experiments! | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.clear_buffer
💡📝🛠️✅ Behold! I have transmogrified the data! The final payload is below. | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 055/FileName'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 055/FileName'. Storing in buffer. Payload: {"value": "\"FileName\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 055/NickName'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 055/NickName'. Storing in buffer. Payload: {"value": "\"NickName\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 055/Start'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 055/Start'. Storing in buffer. Payload: {"value": "\"Start\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 055/Stop'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 055/Stop'. Storing in buffer. Payload: {"value": "\"Stop\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 055/Center'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 055/Center'. Storing in buffer. Payload: {"value": "\"Center\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 055/Span'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 055/Span'. Storing in buffer. Payload: {"value": "\"Span\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 055/RBW'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 055/RBW'. Storing in buffer. Payload: {"value": "\"RBW\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 055/VBW'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 055/VBW'. Storing in buffer. Payload: {"value": "\"VBW\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 055/RefLevel'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 055/RefLevel'. Storing in buffer. Payload: {"value": "\"RefLevel\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 055/Attenuation'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 055/Attenuation'. Storing in buffer. Payload: {"value": "\"Attenuation\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 055/MaxHold'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 055/MaxHold'. Storing in buffer. Payload: {"value": "\"MaxHold\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 055/HighSens'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 055/HighSens'. Storing in buffer. Payload: {"value": "\"HighSens\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 055/PreAmp'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 055/PreAmp'. Storing in buffer. Payload: {"value": "\"PreAmp\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/presets/PRESET 055/Trace1Mode'. Processing message one-by-one... | tab_3_presets/sub_tab_2_editor/gui_preset_editor.py | 20250824.215521.1 Function: gui_preset_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/presets/PRESET 055/Trace1Mode'. Storing in buffer. Payload: {"value": "\"Trace1Mode\""} | worker_mqtt_data_flattening.py | 20250825.013316.20 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
