💡📝🖥️🟢 Ah, good, we're entering 'action_check_dependancies'! Let's examine the raw materials, shall we? | main.py | 20250825.013130.2 Function: action_check_dependancies
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 172/FUTURE 4'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 172/FUTURE 4'. Storing in buffer. Payload: {"value": "\"FUTURE 4\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 173/Active'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 173/Active'. Storing in buffer. Payload: {"value": "true"} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🛠️🟢 Processing buffer and commencing pivoting and flattening! | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🛠️🔍 The data buffer has been wiped clean. A fresh start for our experiments! | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.clear_buffer
💡📝🛠️✅ Behold! I have transmogrified the data! The final payload is below. | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 173/ZONE'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 173/ZONE'. Storing in buffer. Payload: {"value": "\"10 STATION AXIENT MICS\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 173/GROUP'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 173/GROUP'. Storing in buffer. Payload: {"value": "\"GROUP NAME\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 173/DEVICE.1'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 173/DEVICE.1'. Storing in buffer. Payload: {"value": "\"Shure - AD4Q-A - G57\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 173/NAME'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 173/NAME'. Storing in buffer. Payload: {"value": "\"Shure\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 173/NICKNAKE'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 173/NICKNAKE'. Storing in buffer. Payload: {"value": "\"nickname\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 173/icon '. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 173/icon '. Storing in buffer. Payload: {"value": "\"icon \""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 173/FREQ'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 173/FREQ'. Storing in buffer. Payload: {"value": "\"576.5\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 173/PEAK'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 173/PEAK'. Storing in buffer. Payload: {"value": "\"-100\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 173/FUTURE 1'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 173/FUTURE 1'. Storing in buffer. Payload: {"value": "\"FUTURE 1\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 173/FUTURE 2'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 173/FUTURE 2'. Storing in buffer. Payload: {"value": "\"FUTURE 2\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 173/FUTURE 3'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 173/FUTURE 3'. Storing in buffer. Payload: {"value": "\"FUTURE 3\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 173/FUTURE 4'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 173/FUTURE 4'. Storing in buffer. Payload: {"value": "\"FUTURE 4\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 174/Active'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 174/Active'. Storing in buffer. Payload: {"value": "true"} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🛠️🟢 Processing buffer and commencing pivoting and flattening! | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🛠️🔍 The data buffer has been wiped clean. A fresh start for our experiments! | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.clear_buffer
💡📝🛠️✅ Behold! I have transmogrified the data! The final payload is below. | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 174/ZONE'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 174/ZONE'. Storing in buffer. Payload: {"value": "\"10 STATION AXIENT MICS\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 174/GROUP'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 174/GROUP'. Storing in buffer. Payload: {"value": "\"GROUP NAME\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 174/DEVICE.1'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 174/DEVICE.1'. Storing in buffer. Payload: {"value": "\"Shure - AD4Q-A - G57\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 174/NAME'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 174/NAME'. Storing in buffer. Payload: {"value": "\"Shure\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 174/NICKNAKE'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 174/NICKNAKE'. Storing in buffer. Payload: {"value": "\"nickname\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 174/icon '. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 174/icon '. Storing in buffer. Payload: {"value": "\"icon \""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 174/FREQ'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 174/FREQ'. Storing in buffer. Payload: {"value": "\"586.925\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 174/PEAK'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 174/PEAK'. Storing in buffer. Payload: {"value": "\"-100\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 174/FUTURE 1'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 174/FUTURE 1'. Storing in buffer. Payload: {"value": "\"FUTURE 1\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 174/FUTURE 2'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 174/FUTURE 2'. Storing in buffer. Payload: {"value": "\"FUTURE 2\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 174/FUTURE 3'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 174/FUTURE 3'. Storing in buffer. Payload: {"value": "\"FUTURE 3\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 174/FUTURE 4'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 174/FUTURE 4'. Storing in buffer. Payload: {"value": "\"FUTURE 4\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 175/Active'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 175/Active'. Storing in buffer. Payload: {"value": "true"} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🛠️🟢 Processing buffer and commencing pivoting and flattening! | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🛠️🔍 The data buffer has been wiped clean. A fresh start for our experiments! | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.clear_buffer
💡📝🛠️✅ Behold! I have transmogrified the data! The final payload is below. | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 175/ZONE'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 175/ZONE'. Storing in buffer. Payload: {"value": "\"10 STATION AXIENT MICS\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 175/GROUP'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 175/GROUP'. Storing in buffer. Payload: {"value": "\"GROUP NAME\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 175/DEVICE.1'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 175/DEVICE.1'. Storing in buffer. Payload: {"value": "\"Shure - AD4Q-A - G57\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 175/NAME'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 175/NAME'. Storing in buffer. Payload: {"value": "\"Shure\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 175/NICKNAKE'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 175/NICKNAKE'. Storing in buffer. Payload: {"value": "\"nickname\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 175/icon '. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 175/icon '. Storing in buffer. Payload: {"value": "\"icon \""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 175/FREQ'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 175/FREQ'. Storing in buffer. Payload: {"value": "\"588.575\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 175/PEAK'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 175/PEAK'. Storing in buffer. Payload: {"value": "\"-100\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 175/FUTURE 1'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 175/FUTURE 1'. Storing in buffer. Payload: {"value": "\"FUTURE 1\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 175/FUTURE 2'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 175/FUTURE 2'. Storing in buffer. Payload: {"value": "\"FUTURE 2\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 175/FUTURE 3'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 175/FUTURE 3'. Storing in buffer. Payload: {"value": "\"FUTURE 3\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 175/FUTURE 4'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 175/FUTURE 4'. Storing in buffer. Payload: {"value": "\"FUTURE 4\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 176/Active'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 176/Active'. Storing in buffer. Payload: {"value": "true"} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🛠️🟢 Processing buffer and commencing pivoting and flattening! | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🛠️🔍 The data buffer has been wiped clean. A fresh start for our experiments! | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.clear_buffer
💡📝🛠️✅ Behold! I have transmogrified the data! The final payload is below. | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility._flush_buffer
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 176/ZONE'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 176/ZONE'. Storing in buffer. Payload: {"value": "\"10 STATION AXIENT MICS\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 176/GROUP'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 176/GROUP'. Storing in buffer. Payload: {"value": "\"GROUP NAME\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 176/DEVICE.1'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 176/DEVICE.1'. Storing in buffer. Payload: {"value": "\"Shure - AD4Q-A - G57\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 176/NAME'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 176/NAME'. Storing in buffer. Payload: {"value": "\"Shure\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 176/NICKNAKE'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 176/NICKNAKE'. Storing in buffer. Payload: {"value": "\"nickname\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 176/icon '. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 176/icon '. Storing in buffer. Payload: {"value": "\"icon \""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 176/FREQ'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 176/FREQ'. Storing in buffer. Payload: {"value": "\"589.075\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 176/PEAK'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 176/PEAK'. Storing in buffer. Payload: {"value": "\"-100\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 176/FUTURE 1'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 176/FUTURE 1'. Storing in buffer. Payload: {"value": "\"FUTURE 1\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
💡📝🖥️🔵 Received MQTT message on topic 'OPEN-AIR/program/markers/DEVICE 176/FUTURE 2'. Processing message... | tab_2_markers/sub_tab_2_editor/gui_marker_editor.py | 20250825.000814.10 Function: gui_marker_editor._on_commands_message
💡📝🛠️🔵 Received data for 'OPEN-AIR/program/markers/DEVICE 176/FUTURE 2'. Storing in buffer. Payload: {"value": "\"FUTURE 2\""} | worker_mqtt_data_flattening.py | 20250825.012738.19 Function: MqttDataFlattenerUtility.process_mqtt_message_and_pivot
